D:\data\MAPPING\JULY20A-GARTNET.b\MAPPING.d
Intensity Vs Time,CPS
Acquired      : 2016/7/20 14:58:22 using Batch JULY20A-GARTNET.b
Time [Sec],Li7,B11,Na23,Mg25,Al27,Si29,P31,K39,Ca42,Sc45,Ti49,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn66,Ga71,Rb85,Sr88,Y89,Zr90,Sn118,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,W182,Au197,Pb208,Th232,U238
2536.7224,32233.95,3200.34,2666233.59,617999.22,131716162.88,4894619.43,33336.93,4301549.67,4364337.58,146012.67,2327326.92,690412.11,222256.03,26683385.62,2450938.88,3500.42,6101.26,137742.20,671731.88,24119.88,23619.24,109110.17,382907.64,1457202.05,10003.53,9203.02,5901.25,19513.62,7702.12,13206.26,6601.57,3200.37,9803.48,12205.39,19714.10,15208.40,14707.87,7802.22,14207.37,11705.01,40660.52,10203.82,41262.48,100.00,84163.76,23320.60,7101.92
2537.3203,25821.80,3000.30,2121459.28,500875.88,118040731.80,5329654.70,39050.67,2488814.10,4566547.50,180082.81,2364081.95,517580.91,1197881.35,24364488.73,2387651.31,4400.66,4800.78,125634.48,592839.16,24520.54,20414.37,154925.66,348963.99,1891559.85,8202.37,6501.51,4900.86,17611.09,7502.01,11805.00,5000.90,2100.16,6601.58,11204.55,16309.65,12906.05,16209.56,8402.57,14908.11,11004.43,42365.70,11905.20,40961.57,0.00,49993.18,23621.13,4700.84
2537.9185,38047.30,4700.72,2434132.61,611856.40,123030562.94,5198854.10,33938.28,4543869.57,4153754.17,176641.96,2439177.33,370882.35,1775111.90,23072460.25,2560473.24,5300.95,5801.14,209988.92,973133.98,29128.98,41158.38,142296.84,353778.98,2000785.77,6301.40,8002.29,4100.60,20815.49,5901.25,12105.26,4800.83,1800.12,8502.61,9203.07,16810.26,14207.33,19113.28,9603.36,13606.76,10904.35,57018.94,11204.61,68873.90,0.00,42166.31,35146.77,7602.20
2538.5164,41556.42,4200.58,3077483.84,857487.01,117399340.79,5700788.12,38048.10,5856105.90,4372659.57,152578.03,2318119.15,287664.36,1975629.74,25330560.97,2191464.56,4700.75,6501.43,251024.76,1177526.07,22717.63,46073.15,120096.74,320925.12,2040392.39,6301.40,6201.37,3100.34,21616.71,6301.42,12605.71,5501.09,2200.17,6901.72,9002.94,14407.53,15008.18,17711.41,8102.39,13306.46,8202.46,38053.01,10003.67,104902.89,0.00,31737.58,44374.52,7502.14
2539.1145,30430.26,2200.16,2252489.21,696509.67,124885871.69,4908400.92,56104.52,4359894.65,3807639.75,106983.09,1821258.34,238503.39,787406.04,26269088.92,1966260.21,4600.72,4800.78,158954.61,866047.94,21115.23,32135.60,74994.00,250045.14,1378194.39,5701.15,23119.07,4400.69,28929.92,11104.41,15108.19,4800.83,2000.14,6501.53,7001.78,11404.72,13606.73,15408.63,5801.23,9403.23,7502.06,20315.12,5901.28,184441.88,0.00,30534.79,47786.40,6201.46
2539.7126,18010.60,2400.19,1308185.16,560830.32,133396791.81,5091051.28,52491.50,2368046.25,4236623.88,52693.10,1499421.01,252126.05,232511.77,27453354.96,2205019.45,3200.35,5000.85,73282.17,296363.01,25121.56,15007.77,20214.12,167464.94,689060.99,5501.07,3600.46,6801.65,35946.18,14007.02,18912.84,6301.43,2900.30,6201.39,7101.83,8802.81,7201.89,7201.89,4100.61,6901.74,3600.47,7802.23,2300.19,260877.54,0.00,33040.73,48488.96,6801.76
2540.3105,5400.95,1800.11,817502.47,392231.52,127858144.97,4687413.74,46672.36,777278.12,4727065.08,21215.11,1090935.17,235048.85,112727.59,26040854.86,2238441.50,3400.39,3900.52,16208.93,54300.29,19012.35,3300.38,5601.08,93602.23,263787.89,5100.92,1700.10,5401.04,33039.02,12805.87,18211.91,6601.57,4000.58,5301.02,4800.83,7702.15,4500.74,4900.87,1900.13,3300.40,2000.15,2700.27,400.01,282298.88,100.00,29031.45,52403.89,8602.81
2540.9087,2900.28,18811.60,431060.99,355232.03,116692568.68,4852147.10,32735.61,349847.05,4937658.79,10103.43,870806.69,247041.50,198319.60,28178657.25,2225192.80,3300.37,2700.25,6201.31,30832.36,24620.71,1000.03,5601.08,78010.03,175560.90,5701.15,900.03,5501.08,46677.84,13906.92,21817.09,6601.57,3800.52,5801.22,5701.18,5601.14,3500.45,3800.53,1800.12,2500.23,1200.05,1800.12,400.01,308457.71,0.00,25424.12,45879.65,5801.28
2541.5066,2700.24,1700.09,314437.35,361682.54,128164258.08,4760521.15,31032.00,269609.96,4900539.43,8402.37,660264.94,245923.14,88262.34,26922618.91,2414372.47,1800.11,1500.08,14907.55,29028.69,22417.17,600.01,4900.83,59622.77,147247.03,7802.15,700.02,6001.29,39255.07,14907.95,19713.95,6401.47,2400.21,4900.87,3500.44,4300.67,3300.40,3400.42,700.02,1700.11,1800.12,1600.09,600.01,292919.90,0.00,53908.33,42668.90,6001.37
2542.1047,3100.31,1700.09,407932.10,364960.06,124918221.38,4942645.18,31332.63,456774.71,4526049.90,10003.36,591869.09,257008.84,167037.12,26543538.24,2200108.60,2500.21,3400.39,12004.90,24520.47,22917.94,1600.09,6101.29,67658.04,142802.72,7702.09,1400.07,5701.16,37049.05,15808.94,23519.85,6001.29,4900.87,5601.13,4200.64,5701.18,3400.42,4000.58,1300.06,1500.08,1700.11,1300.06,700.02,344302.42,0.00,45477.12,38355.69,4900.91
2542.7029,1800.11,4200.58,477114.11,346124.02,138539860.58,5065282.16,29929.77,410151.42,4890281.13,10303.57,570143.02,239722.83,158039.12,26375568.88,2459300.28,2600.23,1400.07,7601.96,12805.59,21916.41,1600.09,4100.58,49584.94,131193.35,6801.63,1000.04,3300.39,34743.14,13406.43,17611.13,6601.57,3800.52,4500.73,3400.42,4100.61,3000.33,2500.23,700.02,1100.04,800.02,1700.11,200.00,290161.74,0.00,28730.80,35848.65,4600.81
2543.3008,2000.13,5100.85,335891.60,499325.73,127244225.10,4451635.37,29629.18,350768.26,4647388.22,25521.86,571077.98,269019.12,231089.75,25853197.79,2468650.92,4200.60,3500.42,2300.18,13506.21,23018.10,1500.08,4800.80,52294.47,138056.90,6001.27,13106.13,5301.00,41662.02,13406.43,17110.51,5601.13,3800.52,5000.90,3000.33,4500.74,3100.35,3000.33,900.03,1300.06,800.02,1500.08,500.01,316642.55,0.00,30835.48,37252.53,5601.19
2543.8989,1800.11,9803.15,355430.93,885857.23,127711404.96,5135177.82,30831.59,285093.31,5186494.52,35041.20,574506.54,262503.88,398697.71,28146930.48,2635608.09,7702.01,7601.96,3300.37,13706.40,22116.71,1300.06,2700.25,59321.53,136138.82,5601.11,200.00,4700.79,39355.35,11304.57,19613.81,3900.55,3800.52,3400.42,2500.23,5200.98,4200.64,2100.16,1000.04,1600.09,500.01,1700.11,500.01,298029.10,0.00,22619.09,31537.66,4400.74
2544.4968,3100.31,2200.16,320564.06,1026467.91,113129745.72,4758770.27,28326.67,199421.57,4860855.48,42861.62,505254.98,236166.41,330038.53,28415545.12,2442436.16,6401.39,5400.99,2300.18,15908.62,20314.10,500.01,2600.23,56209.12,127056.59,6301.40,300.00,5000.89,35745.67,14307.33,17010.39,4800.83,4100.61,3500.44,3300.39,3300.40,2000.15,2700.27,700.02,1700.11,700.02,1500.08,400.01,280971.83,0.00,37151.49,35046.50,4400.74
2545.0950,2900.28,2000.13,369154.08,848261.20,130311044.28,5023282.45,31032.00,237979.64,5248579.86,22617.17,507944.48,253550.02,144097.94,27866138.11,2663188.94,4900.81,6101.26,6101.27,26624.13,18711.96,1200.05,8602.56,47678.54,118181.70,6501.49,2100.16,5000.89,35344.64,13906.92,15708.86,4900.86,3100.35,4100.61,2900.30,4200.64,2800.29,1400.07,700.02,800.02,400.01,1200.05,400.01,264241.55,0.00,39458.07,31938.62,5901.32
2545.6931,2500.20,1900.12,367207.52,396541.97,122368379.50,4804615.47,25521.65,255261.28,4562098.12,13105.77,467652.34,205007.86,117161.82,29439559.75,2391066.53,3000.31,3200.35,5701.11,35543.00,18011.08,200.00,8902.74,37949.77,92797.25,7101.78,1900.13,3000.32,32738.31,13006.05,15408.52,3600.47,3100.35,3400.42,2200.18,2700.26,2200.18,2200.18,1400.07,1700.11,1000.04,400.01,100.00,257310.57,0.00,37452.32,29132.14,4500.77
2546.2910,2000.13,2300.17,338856.71,338043.95,128032878.05,4916220.81,27925.92,309981.47,4889385.08,10103.43,446516.26,218600.02,113533.70,30772973.99,2555762.59,2700.25,3400.39,10203.54,55203.65,22517.32,1200.05,12605.49,38050.04,101052.39,8802.73,5100.93,2900.30,29030.12,12005.16,20314.81,4700.79,3600.47,3100.35,3000.33,3400.42,1800.12,1000.04,600.01,1200.05,700.02,1100.04,100.00,253031.42,0.00,48487.66,27729.12,4700.84
2546.8892,2600.22,12405.05,421496.83,347249.44,132172083.73,5019608.82,31733.47,665597.56,4550912.88,9703.16,423146.44,236674.41,219718.55,28361866.10,2441058.29,3000.31,2400.20,28126.88,97422.35,21816.26,1100.04,23919.77,40155.73,77909.63,8802.73,4900.86,3600.46,25222.74,10303.80,16509.79,3200.37,2700.26,2300.19,2700.26,3600.47,1300.06,2200.18,500.01,900.03,600.01,700.02,200.00,263731.79,0.00,29732.98,25624.87,3700.52
2547.4871,5400.95,16909.38,357068.90,445685.01,120056287.11,4876100.89,26823.92,383969.51,4415278.87,9603.10,379181.93,261791.46,156624.21,31374823.77,2504440.07,3800.49,2400.20,26824.45,139257.70,19713.28,500.01,20614.69,30131.39,76703.20,7902.20,2000.14,3300.39,29230.54,11804.99,17410.88,2700.26,3800.52,2800.28,1800.12,2000.15,1800.12,1700.11,900.03,1200.05,300.00,900.03,100.00,253133.30,0.00,27528.28,22218.70,3700.52
2548.0852,7301.74,4600.69,340288.33,570482.13,143217368.58,5070867.79,26423.21,345855.76,4720936.89,10803.92,377746.02,219310.40,99734.84,30898656.39,2383458.83,4000.54,2900.29,21615.88,114646.14,20113.82,1100.04,12705.58,27626.39,70371.08,6901.68,1800.12,2800.28,25222.74,10704.10,15108.19,3000.32,2600.24,2700.26,2100.16,2400.21,1700.11,1300.06,800.02,600.01,200.00,700.02,0.00,228808.11,0.00,49390.95,19113.84,3800.55
2548.6833,5901.14,2900.28,293828.81,424075.54,117639433.68,5123039.80,42058.77,287641.46,4558864.08,9102.78,318991.06,244093.26,60222.25,28017597.07,2424559.24,3300.37,3000.31,15508.17,83436.55,19012.35,1400.07,12705.58,30632.44,60827.86,7201.83,4900.86,15708.82,37149.32,12005.16,13306.36,3600.47,3300.39,2400.21,1900.13,1600.09,1600.09,2000.15,1000.04,1200.05,300.00,1000.04,100.00,183732.37,0.00,75612.96,25524.67,5401.11
2549.2813,2900.28,1300.06,489810.69,295056.32,120921910.39,4719241.14,906221.68,667583.20,4592996.60,10203.50,323384.62,237487.26,460657.67,25753465.26,2318181.01,2600.23,2100.15,19012.28,62733.83,19913.55,1700.10,56610.61,32035.48,60426.18,11905.00,4700.79,119508.57,146463.61,24721.86,19914.23,4100.60,3000.32,2100.16,1800.12,1900.13,2200.18,1400.07,1100.04,1000.04,900.03,600.01,300.00,146989.82,0.00,70987.73,42066.97,7502.14
2549.8794,4800.75,3800.47,645600.98,319853.88,117575362.76,4444126.98,1750312.50,826433.50,4753400.89,18411.38,266266.89,227837.57,2572326.37,26515889.96,2548143.12,2300.18,4600.72,33538.21,128964.27,17510.48,3300.38,92193.01,38551.36,67155.82,11204.43,5901.24,223268.51,239332.30,33039.04,24721.93,5000.90,4500.73,3200.37,1400.07,2500.23,1700.11,2000.15,500.01,2100.16,600.01,700.02,0.00,123962.21,0.00,67570.11,53207.10,11605.12
2550.4773,6001.18,5801.10,655201.17,473926.12,106762991.44,4936167.98,2589566.81,1115316.41,5065568.18,32535.52,238297.51,235556.84,1859707.16,25472742.22,2499152.37,4300.63,6701.52,68258.07,523474.02,24220.04,4400.67,103368.21,45371.13,68964.31,11404.59,4500.72,278445.24,288242.70,31034.45,23419.69,4700.79,4100.61,2400.21,2200.18,3100.35,1900.13,2400.21,1200.05,1100.04,1100.04,700.02,400.01,128605.02,0.00,80139.18,47083.89,13406.83
2551.0754,7701.94,4100.55,685920.12,425001.03,121435606.91,4635617.69,2290196.28,1085443.72,4672261.49,25622.03,191730.29,236268.02,1965290.58,24749554.27,2214735.16,3300.37,5501.03,73684.17,608251.12,19713.28,4900.83,71375.76,33137.96,116971.91,9503.18,3700.49,164360.40,181369.51,23720.13,18612.44,4600.76,4400.70,1800.12,1200.05,2200.18,2200.18,1000.04,600.01,1000.04,1000.04,1600.09,100.00,112362.11,0.00,71188.79,29733.47,7902.38
2551.6736,4000.52,7401.80,575554.64,330990.16,125108389.01,4519457.90,835228.45,952479.14,4771116.01,27525.43,217887.50,235861.60,762435.98,25763713.50,2635808.30,2900.29,4000.54,51690.70,262425.93,19012.35,2200.17,46775.54,23919.78,57413.93,11004.27,4700.79,34642.86,45373.55,9203.03,13106.17,3100.35,2800.28,1800.12,1700.10,1900.13,1400.07,900.03,700.02,600.01,200.00,600.01,100.00,118211.36,0.00,55715.71,14207.65,3000.34
2552.2717,3500.40,4100.55,629544.48,511420.80,119979284.82,5154695.33,77097.24,871318.35,4307772.77,37948.31,211698.90,229259.23,1292897.17,26596674.24,2715064.97,4400.66,4400.66,55604.95,160169.45,19012.35,2900.29,46574.90,22818.00,54603.05,7401.93,5301.00,4500.72,15308.38,5801.20,7101.81,2500.22,1600.09,1200.05,1600.09,1100.04,400.01,700.02,300.00,700.02,200.00,300.00,0.00,39557.43,0.00,11805.20,3000.34,200.00
2552.8696,500.01,500.01,249644.97,108891.42,18805280.90,763771.55,17810.55,215137.28,506240.62,4600.71,26523.68,27425.35,94142.63,2265749.34,198930.71,200.00,400.01,2000.14,10203.55,1500.08,400.01,2000.14,800.02,1700.10,600.01,100.00,1000.04,800.02,500.01,800.02,0.00,200.00,200.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1400.07,0.00,900.03,300.00,0.00
2553.4675,900.03,200.00,179054.44,6101.23,1262660.65,68053.52,10003.33,128651.32,36644.96,800.02,1600.09,2200.16,7601.95,379230.87,72075.51,100.00,2100.15,189918.73,203805.64,11204.29,4300.64,47277.17,25021.65,43064.13,15608.59,66457.36,6701.61,19613.76,6001.29,7101.81,3700.49,2000.14,3300.39,2400.21,1900.13,1700.11,1100.04,300.00,500.01,400.01,500.01,0.00,22919.29,300.00,300536.35,4700.84,2500.24
2554.0657,4600.69,9603.02,867502.93,235218.82,114953056.29,4037780.08,36945.36,1160682.91,3793095.70,4400.65,326041.80,305618.31,399108.54,33025650.00,2545895.12,2900.29,10003.40,1156243.75,876945.21,24720.88,1700.10,54201.41,38952.44,79618.92,5300.99,114264.40,5100.93,33239.49,7702.12,9203.04,3500.44,1100.04,3700.50,2700.26,4300.67,2500.23,2300.19,600.01,900.03,0.00,500.01,300.00,28930.73,0.00,71188.79,3500.46,1300.06
2554.6638,4300.61,2100.14,372230.62,223746.36,137473492.38,4942945.94,30130.17,317576.08,4892783.91,2900.28,454864.06,281140.99,45269.11,33488016.54,2899192.46,1800.11,3300.37,198515.37,121097.66,27926.64,700.02,6701.55,58518.27,85552.72,5000.88,9303.09,800.02,14507.53,5501.08,9803.45,2400.21,1600.09,4100.61,3700.50,6101.35,3600.47,2100.16,600.01,600.01,800.02,700.02,0.00,2500.23,0.00,26826.86,3400.44,2100.17
2555.2617,5601.03,1600.08,285063.31,193735.55,138500022.63,4544979.97,27324.82,255871.58,4700595.39,2600.23,486441.99,239722.83,18111.07,28056464.10,2626304.56,2500.21,1800.11,25221.61,25422.00,20914.95,200.00,2100.15,50588.41,80423.36,5000.88,2200.17,1000.04,10904.25,7201.86,9002.91,3400.42,1800.12,3000.33,2200.18,4000.58,3300.40,2000.15,500.01,1600.09,100.00,400.01,0.00,1600.09,0.00,25323.93,2700.28,800.02
2555.8599,3200.33,500.01,274571.73,191406.12,132367204.47,4935738.32,33537.38,229650.85,4547524.34,1800.11,420986.28,204602.33,10703.87,29223954.01,2812492.96,1400.07,1900.12,14206.86,23118.20,23619.06,700.02,1400.07,52495.20,72079.47,5200.95,1700.10,400.01,11604.82,6701.61,10904.27,3600.47,2000.14,3800.52,3600.47,4200.64,3000.33,2700.27,600.01,1700.11,800.02,200.00,100.00,800.02,100.00,25524.31,3200.39,1600.10
2556.4578,4000.52,1200.05,267852.76,179865.45,134564160.93,4949057.92,29228.39,232798.97,4375862.71,1900.12,415227.44,209571.02,8002.16,28059676.06,2925524.99,2100.15,1100.04,8802.63,15908.62,23218.42,500.01,600.01,63037.22,80523.92,4500.71,1300.06,500.01,10103.65,6601.56,10403.89,4700.79,1300.06,2800.28,2400.21,4200.64,3400.42,2900.31,800.02,1600.09,700.02,400.01,200.00,1400.07,0.00,34945.56,2600.26,1700.11
2557.0559,4700.72,1200.05,294848.39,209341.89,132485408.15,4891912.54,30530.98,289272.49,4733234.48,2400.19,621233.15,279612.48,69060.71,29419051.73,2887674.92,2600.23,2700.25,9503.07,15207.88,25622.43,3600.45,8102.27,97729.42,141085.97,5401.03,2300.19,300.00,13806.82,7401.96,12205.35,4000.58,2400.21,5401.06,5601.14,7702.15,5901.27,4900.87,2700.27,2200.18,2100.16,700.02,300.00,600.01,100.00,47082.66,3700.52,3000.34
2557.6541,8102.15,1100.04,372842.99,256867.48,142741454.19,5440561.84,28627.24,526823.88,4820368.18,4400.65,749348.54,364630.08,225910.72,28935108.63,3162329.31,1500.08,2000.14,7001.67,17310.20,24119.88,1200.05,9903.39,126450.94,172929.43,5300.99,1700.10,500.01,11204.49,7401.96,12005.18,5601.13,4100.61,5000.90,4900.87,9603.35,5401.06,6101.35,4000.58,3500.45,2200.18,1400.07,400.01,700.02,0.00,32439.26,5201.03,1600.10
2558.2520,9803.14,800.02,309946.00,252087.92,130190411.98,5101094.69,31833.68,286010.60,4828679.87,6401.38,927605.18,437667.04,257215.38,28095180.94,2980533.59,1900.12,2900.29,8002.18,13105.85,23018.10,200.00,7902.16,157352.22,215090.26,5300.99,9403.16,600.01,12905.96,6301.42,9603.31,4500.73,4000.58,6601.58,7201.88,11805.06,10003.64,7301.94,3100.35,6101.36,3000.33,1800.12,900.03,1000.04,0.00,37753.16,5401.11,3100.37
2558.8501,11904.63,1100.04,360447.68,246090.14,131691493.18,5548890.99,37346.34,406966.11,4939471.51,10803.92,1068629.39,581381.59,160970.46,30431940.03,3179499.62,3700.46,2200.16,5501.03,13205.94,26023.14,1300.06,5100.90,172220.35,302434.67,5401.03,800.02,400.01,13706.72,6401.47,12805.89,5601.13,2700.26,5901.26,5301.02,10504.01,7902.27,9203.08,2500.23,4400.71,2700.27,2800.29,900.03,800.02,100.00,31637.34,5301.07,3100.37
2559.4480,10103.34,1100.04,325160.72,258494.95,122129980.26,5054110.88,29028.01,265334.45,4880723.20,9603.10,1244046.78,605519.68,55503.86,28476098.67,3098076.06,2300.18,2600.23,3200.35,10603.83,26624.22,900.03,3600.45,127762.40,262362.26,6401.45,200.00,500.01,9603.30,6401.47,11104.43,4400.70,3100.35,6201.39,6201.39,9203.07,7902.27,6601.59,3500.45,3900.56,3100.35,1600.09,400.01,1800.12,0.00,26526.26,5000.95,2700.28
2560.0461,10503.61,1400.06,299131.32,259715.63,138984341.33,5278524.63,32735.61,249667.99,4755079.70,10503.70,1084116.21,537677.54,20313.93,31294062.60,3372059.18,2700.25,2300.18,2500.21,11504.51,23619.06,400.01,2300.18,126249.19,227985.89,6901.68,600.01,900.03,9903.51,7301.91,11805.00,4500.73,4400.70,4300.67,6401.48,9503.28,6401.49,5701.18,1500.08,4800.84,2700.27,4100.62,1100.04,2600.25,0.00,30434.56,5301.07,2800.30
2560.6443,11404.25,800.02,269277.73,252901.37,131079831.51,5364285.66,31833.68,217369.21,4611113.41,30631.48,1080117.77,681932.81,16108.76,28872036.35,3278317.26,2800.27,4600.72,4100.57,11504.51,22216.86,1100.04,3500.42,177078.55,340262.72,8902.79,2100.16,900.03,11304.57,7401.96,12505.62,6101.34,4200.64,6801.67,7301.93,11504.80,8902.88,10303.86,4500.74,8402.58,4000.59,5501.11,1000.04,1000.04,0.00,50394.68,5100.99,3100.37
2561.2422,17309.80,700.02,423347.46,268670.34,121986670.16,5901344.76,35541.97,508091.80,5092727.94,57711.66,1440439.22,871803.81,231292.90,28459137.67,3699790.80,3300.37,2800.27,7902.12,20514.33,26624.22,1500.08,9503.12,291511.47,486045.56,7702.09,1900.13,500.01,10503.95,9102.97,12305.44,7001.76,2900.30,8302.49,8502.62,16509.89,12005.24,11905.15,6901.74,11604.92,9203.10,9703.45,2400.21,1400.07,0.00,34243.74,6101.41,3600.49
2561.8403,18711.45,1000.03,362086.16,262869.53,122287063.22,5972056.79,34339.18,296716.28,5169603.35,74083.91,1637265.98,854752.54,84339.58,30551452.69,3683951.24,3000.31,2500.21,3700.47,14206.87,22317.02,500.01,3100.33,268471.39,504357.86,6501.49,900.03,900.03,11504.73,7101.81,12005.18,5801.21,3500.44,7401.98,11905.13,15508.73,12005.24,11805.07,7301.94,9803.51,5901.27,11404.77,2700.27,1900.13,0.00,30033.65,6901.81,3700.52
2562.4382,18411.08,1400.06,294236.62,241821.97,113565257.60,5152632.94,31733.47,212804.22,5281867.81,54599.96,1493611.87,685700.83,39853.57,28265738.36,3773877.53,2600.23,2700.25,2300.18,12505.33,23518.90,500.01,2500.22,245365.94,394209.06,6301.40,900.03,1000.04,12705.77,7602.07,11504.75,6101.34,3200.37,6901.72,9703.41,13806.92,7702.16,7902.27,6101.36,7702.17,4600.77,8602.71,3300.40,2800.29,0.00,25724.69,8903.00,4000.61
2563.0364,15708.07,2000.13,296377.86,273455.13,128784004.50,5273250.50,32034.10,274701.42,5048965.40,35241.67,1321378.95,470138.96,52994.69,29368284.26,3479897.71,2300.18,2800.27,9302.94,19613.10,23919.55,1200.05,2400.20,160688.64,314488.09,9603.25,1200.05,800.02,14207.22,6401.47,13406.45,4400.70,4400.70,6301.44,6901.73,10403.93,9002.95,8102.39,3100.35,3800.53,2400.21,4600.78,2000.15,4000.59,0.00,33541.97,9303.28,3000.34
2563.6345,12905.45,2300.17,2351887.89,250359.50,125589128.69,4720777.19,35642.21,1912615.43,4724387.22,18111.01,1144672.45,344865.43,57009.56,28930937.70,3612667.35,3200.35,9403.00,22517.23,39854.05,22216.86,3700.47,7702.05,109211.21,246079.30,9202.99,1500.08,1100.04,13406.43,6501.51,16109.32,5601.13,4400.70,4900.87,6501.53,7602.10,5401.06,4400.70,3800.53,3200.37,2700.27,2900.31,1600.09,4400.71,0.00,58025.49,8802.94,3400.44
2564.2324,10403.54,6001.18,2862724.91,286697.51,128071160.83,5204590.12,32034.10,1212762.00,5023659.55,9402.97,1149243.76,271564.92,294398.56,29563370.43,3452081.33,2100.15,3800.49,10603.82,28126.93,24320.21,2100.15,15808.64,102965.60,220267.46,10103.60,2400.21,500.01,15608.71,8002.29,15108.19,4900.86,3500.44,4300.67,6801.68,6201.40,5401.06,4100.61,2400.21,2800.29,2200.18,2700.27,1500.08,3900.56,0.00,51498.88,6301.50,3400.44
2564.8306,8702.48,6401.34,565974.49,257172.63,125330927.64,4987158.41,28226.48,359461.95,4660612.76,13205.85,961961.36,219614.84,321043.92,29248586.74,3561556.81,4000.54,2100.15,5501.03,22817.73,22917.94,1600.09,10103.53,92394.49,190549.13,7902.20,2200.17,1600.09,12605.68,10003.58,12405.53,5100.94,3200.37,4600.77,5000.91,6301.44,4400.70,4900.87,1500.08,3200.37,1700.11,3300.40,1000.04,3500.45,0.00,53406.33,6301.50,2700.28
2565.4285,9402.89,15708.09,445984.77,221615.26,124735414.19,5423063.76,30831.59,491035.69,4964859.75,18912.01,816663.62,222964.31,907913.48,34724609.80,3858221.70,3300.37,1800.11,9903.33,21916.35,21015.09,1100.04,16108.97,116568.35,177889.15,9002.86,4300.66,1300.06,12005.16,7602.07,15608.75,4000.58,2800.28,5000.90,5701.18,7702.15,7101.83,5200.98,3500.45,4500.74,3100.35,2800.29,1000.04,3400.42,0.00,36850.66,5701.23,2600.26
2566.0266,8202.20,6701.47,441557.57,252494.63,131754584.14,5509372.61,32535.18,442556.40,5257231.43,16108.71,730650.15,226619.12,1021145.41,31186496.58,3781473.45,3900.52,1400.07,6401.39,17009.85,21315.52,1200.05,7602.00,103872.05,182344.20,8202.37,1400.07,1100.04,13906.92,8002.29,12305.44,4400.70,3200.37,3600.47,4700.80,6701.63,5501.10,4400.70,1100.04,2800.29,2300.19,2200.18,700.02,3400.42,0.00,32940.48,4200.67,2300.20
2566.6248,6301.30,10203.41,397766.46,207922.46,126100929.18,4496567.53,30731.39,363876.10,4425691.65,14006.59,634580.32,199331.24,1223819.80,31520032.11,3290035.00,3400.39,1400.07,4500.69,17009.85,20013.69,900.03,6901.65,74793.09,132606.16,10103.60,1400.07,700.02,13506.52,7902.24,13606.65,3600.47,2900.30,3400.42,2500.23,4400.70,3800.53,4000.58,1400.07,1900.13,1200.05,1800.12,700.02,4700.81,0.00,45075.77,2900.32,2600.26
2567.2227,4800.75,8002.10,357785.52,204273.14,136209127.43,4897004.07,28527.05,369614.36,4727044.49,9703.16,534969.43,163294.48,1130342.73,33806693.86,3306993.34,3200.35,2100.15,5400.99,16108.84,21015.09,900.03,4500.70,46574.95,92193.40,7902.20,1700.10,1100.04,15909.05,8602.65,12205.35,4400.70,2300.19,2500.23,3300.39,2500.23,2800.29,2300.19,800.02,1800.12,600.01,1700.11,1000.04,3300.40,100.00,35647.40,3400.44,2100.17
2567.8208,5000.82,22616.77,335482.67,185330.99,130663631.45,4841448.45,28426.86,314780.20,5011681.24,8002.15,411115.33,139957.60,322678.91,31638701.35,3279259.39,2800.27,1800.11,5100.88,16409.17,20514.38,600.01,2700.25,35242.93,75094.78,8902.79,4000.57,300.00,15909.05,10503.95,13706.75,4300.66,3300.39,1500.08,2400.21,2400.21,2300.19,2200.18,800.02,900.03,400.01,1500.08,300.00,2600.25,0.00,54510.77,3200.39,3200.39
2568.4187,3300.36,2000.13,413068.85,184521.15,128678764.14,4747588.25,34639.87,454300.98,5059625.38,8202.26,366263.57,128555.03,120790.81,31450154.64,3542761.32,1800.11,1900.12,10703.89,19012.31,23218.42,1300.06,6401.42,31835.03,83540.99,9303.05,4800.82,1700.10,18111.73,9403.16,16309.55,2400.21,2800.28,2600.24,1100.04,2900.31,1600.09,1700.11,900.03,1300.06,400.01,1400.07,800.02,3200.38,0.00,59230.76,2500.24,1700.11
2569.0168,2600.22,2200.16,459170.95,183812.59,135580007.37,4623930.82,34439.41,468220.85,4731061.29,8402.37,324713.16,123915.77,150157.71,29206657.94,3224262.57,2700.25,2000.14,7902.12,18711.92,21415.67,800.02,4400.67,25121.82,78311.80,9102.92,2900.30,1800.12,23920.46,10003.58,15408.52,3900.55,1900.13,1700.10,800.02,2100.16,1200.05,2100.16,500.01,1300.06,700.02,1200.05,500.01,1400.07,0.00,41865.37,3300.41,2100.17
2569.6150,3400.38,1300.06,384120.21,171670.85,131337137.81,5141515.37,29929.77,358140.04,5032578.91,15307.87,304287.16,116556.43,309808.30,30977222.33,3442777.79,2600.23,2500.21,7802.07,19613.10,21615.97,1100.04,8102.27,28327.74,71074.51,11604.75,2400.21,1800.12,18011.60,9403.16,15208.30,2900.30,3300.39,3300.39,1400.07,2200.18,800.02,1600.09,1100.04,700.02,300.00,800.02,700.02,2000.15,100.00,49993.18,3200.39,2500.24
