D:\data\MAPPING\JULY20A-GARTNET.b\MAPPING.d
Intensity Vs Time,CPS
Acquired      : 2016/7/20 14:58:22 using Batch JULY20A-GARTNET.b
Time [Sec],Li7,B11,Na23,Mg25,Al27,Si29,P31,K39,Ca42,Sc45,Ti49,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn66,Ga71,Rb85,Sr88,Y89,Zr90,Sn118,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,W182,Au197,Pb208,Th232,U238
285.0754,3100.31,5200.89,312089.43,178044.06,127521503.63,5093618.53,44265.09,385918.77,4915854.77,11204.22,453730.13,319710.91,302560.67,30315246.50,4537626.83,2800.27,1200.05,7101.72,21315.47,23619.06,2000.14,4000.55,81428.82,127561.01,10303.74,500.01,1400.07,14407.42,10003.58,16609.90,5000.90,3900.55,4100.61,5000.91,5501.10,4500.74,4900.87,700.02,2300.19,1300.06,2000.15,0.00,3000.33,0.00,36650.10,4600.80,2300.20
285.6735,3300.36,3400.38,283534.96,176425.21,120361100.69,5167961.22,48779.03,261568.95,4687329.65,7601.94,419237.84,312152.37,105877.28,29823065.53,4609252.24,4000.54,1700.10,10603.82,26423.77,26123.31,1400.07,4400.67,54101.10,86357.49,12805.78,2300.19,1900.13,19513.62,10003.58,14307.35,4500.73,4000.58,4500.73,3200.37,4500.74,1900.13,2000.15,900.03,1400.07,200.00,700.02,100.00,700.02,0.00,44373.43,5201.03,2400.22
286.2715,4000.52,2400.19,359833.30,173693.80,124101884.25,5216717.40,44666.28,337569.51,4625388.50,4400.65,439923.73,341386.28,48077.94,28350589.57,4599230.34,3000.31,1900.12,12305.15,35843.73,24720.88,100.00,2500.22,36947.18,60325.76,10603.96,5000.89,1200.05,24521.50,12605.69,14107.15,5601.13,4300.67,3500.44,3000.33,3500.44,1900.13,1100.04,500.01,400.01,500.01,400.01,0.00,700.02,0.00,41965.68,5701.23,3500.47
286.8696,3000.29,3400.38,348574.00,164188.28,124915419.94,5298643.67,46471.73,290903.69,4678101.30,1800.11,421912.01,359814.55,53496.49,29350664.69,5031314.61,2200.16,1800.11,26123.19,46473.48,26924.77,700.02,5100.90,28828.73,49886.03,10303.74,2600.24,1400.07,18011.60,9803.44,16609.90,6001.29,4200.64,2400.21,3100.35,3800.52,1600.09,1100.04,500.01,1100.04,200.00,300.00,200.00,400.01,100.00,47082.66,6201.46,2900.32
287.4676,3600.42,3500.40,392942.70,161459.07,122100634.39,5242046.12,40153.57,357320.78,4778356.55,2700.24,419135.01,404032.13,41558.25,26667002.31,4644605.66,2500.21,2200.16,33838.89,52192.66,31433.75,800.02,2400.20,30231.59,45772.44,11204.43,1500.08,1400.07,18011.60,9803.44,20515.11,8102.36,4300.67,4500.73,4000.58,3500.44,900.03,1100.04,300.00,300.00,200.00,100.00,0.00,400.01,0.00,47283.36,3800.55,2800.30
288.0656,4500.66,3400.38,337629.69,174604.21,121612566.24,5199444.89,47073.61,268999.10,5047193.89,3100.32,446619.29,449719.87,49181.56,29540228.14,5128271.55,2500.21,1800.11,60825.56,76498.90,27626.07,600.01,3000.31,30732.65,44568.68,11104.35,3400.41,900.03,20114.47,10203.73,16609.90,5601.13,4200.64,3600.47,3400.42,4100.61,1700.11,1300.06,500.01,500.01,200.00,0.00,100.00,1800.12,0.00,40862.27,4200.67,1600.10
288.6637,2900.28,2600.22,313314.38,160650.51,118204653.25,5506837.59,50183.64,334297.19,4711100.87,3200.34,382977.54,470242.19,41859.10,27079126.89,4866394.79,3100.33,2400.20,115249.94,106686.45,26423.85,900.03,6801.60,31534.38,48079.92,9603.25,4800.82,1200.05,18812.66,9002.90,18412.17,6701.61,4500.73,4400.70,4400.70,3500.44,1700.11,1100.04,300.00,600.01,200.00,0.00,100.00,1400.07,0.00,47082.66,2700.28,2300.20
289.2617,4600.69,3100.32,415843.41,156103.16,114140468.61,5542510.48,48678.70,352099.00,5089236.42,2100.15,427056.05,586372.51,74285.93,27295610.72,4896884.47,2300.18,2500.21,127651.75,166843.20,28828.39,900.03,4700.76,32937.50,43766.23,11504.67,7201.85,700.02,18412.12,11504.74,18111.78,7502.02,4600.76,6301.44,4000.58,4200.64,1700.11,800.02,400.01,700.02,200.00,100.00,100.00,3000.33,0.00,38254.58,3700.52,2000.15
289.8598,3200.33,2300.17,293930.76,143680.70,116309826.10,5098054.81,47073.61,234322.51,4926308.75,1900.12,412657.23,624274.07,47676.65,28029994.31,5214570.64,2300.18,3700.46,145516.55,142286.56,32836.83,800.02,1800.11,36145.16,40256.04,8702.67,7301.90,1400.07,17911.47,12105.24,17811.39,6201.38,4400.70,5701.18,3100.35,3300.40,2300.19,800.02,600.01,300.00,500.01,100.00,100.00,2700.27,0.00,39257.48,2400.22,1600.10
290.4578,3900.50,2000.13,268259.89,173794.95,119239215.00,5144587.47,48779.03,191519.24,5117148.04,2100.15,421706.30,668334.03,26022.85,28363576.06,5140778.32,1700.10,3600.44,206134.96,195189.69,28627.99,900.03,1500.08,37749.25,46976.30,7702.09,8702.70,1600.09,17510.96,11504.74,14307.35,7201.86,4400.70,6801.67,5200.98,5401.06,2000.15,900.03,300.00,300.00,100.00,300.00,100.00,3800.53,0.00,39056.90,3700.52,2700.28
291.0559,4300.61,1400.06,294236.62,156204.20,120346124.18,5586873.33,45167.77,222849.05,5087640.00,1600.09,436319.68,909043.85,24720.62,29640388.16,4947394.40,2400.20,3000.31,198024.61,205428.03,32335.71,600.01,3100.33,44468.33,41258.87,9202.99,9102.96,1100.04,17611.09,8102.35,15608.75,6801.66,5100.94,5801.22,4400.70,3900.55,1900.13,1800.12,800.02,500.01,800.02,100.00,0.00,4300.68,0.00,40059.85,2400.22,2300.20
291.6539,3900.50,2300.17,314845.73,162671.98,117029859.78,5416984.00,48678.70,293350.83,4726467.71,2000.13,461463.13,985184.96,23919.31,26956517.81,5204642.94,1500.08,3700.46,223587.21,237710.03,31133.11,600.01,3700.47,48079.87,53197.82,10303.74,17010.33,1600.09,20414.90,9303.10,15008.09,6001.29,5200.98,7301.93,4500.73,4300.67,3700.50,2000.15,200.00,600.01,200.00,200.00,200.00,8502.66,0.00,48688.39,3900.58,2700.28
292.2520,4300.61,3200.34,322402.54,183913.81,133519245.57,5868110.21,52090.11,288762.74,5061901.57,2300.18,470747.95,1063637.89,38149.09,31442875.74,4828156.10,3300.37,3900.52,267715.33,307896.90,36345.11,900.03,8002.21,56209.12,65146.64,9803.39,18311.97,1400.07,18712.52,9703.37,15308.41,4500.73,5000.90,4700.80,6001.30,5701.18,2000.15,2000.15,700.02,900.03,600.01,200.00,100.00,6101.37,0.00,54209.55,2400.22,1600.10
292.8500,4900.79,2900.28,402797.12,196470.57,122158399.42,5291446.79,44967.17,459351.90,4800716.75,2700.24,470128.76,1281609.01,34440.01,30630157.28,5261052.96,2100.15,4500.69,329756.88,376776.12,32736.60,3000.31,26724.68,61832.03,61530.83,10403.82,43768.31,2000.14,17911.47,7802.18,12705.80,6501.52,4900.87,8402.55,5401.06,5601.14,4000.58,3100.35,1200.05,1400.07,700.02,300.00,200.00,8102.41,0.00,135785.22,2300.20,3500.47
293.4481,5400.95,5100.85,974326.07,201435.38,129503612.11,5446126.00,50384.31,1431301.07,5088597.85,7001.65,506806.54,1308981.00,465918.51,36160899.21,5037579.78,4200.60,8802.63,1071683.69,638078.66,32836.83,4400.67,42161.39,82635.64,100347.50,16309.38,81737.92,9102.96,23319.44,8302.47,13606.65,5501.09,4700.80,5701.18,6101.35,5501.10,4300.67,3100.35,1900.13,2300.19,1000.04,1200.05,0.00,43970.94,100.00,156509.66,1600.10,8903.01
294.0461,5500.99,6101.22,7524960.69,261445.12,115504023.66,5043519.65,53896.47,4880257.39,4946351.57,14507.07,423146.44,1106391.08,770335.01,63579015.04,4773865.87,5100.88,42561.39,4726964.91,2693424.80,26924.77,9202.92,136037.01,110621.88,107498.69,20514.84,488475.68,17911.47,94015.23,9102.97,13406.45,6001.29,4000.58,5801.22,5901.26,6601.58,7001.78,6101.35,1900.13,3900.56,2700.27,1800.12,0.00,151539.33,200.00,216232.50,2100.17,3000.34
294.6442,8602.42,27925.56,3419599.69,350216.85,96235046.06,4738382.69,58614.07,2960325.37,3818608.70,29629.46,398272.22,985818.54,2512191.80,151068211.24,4762925.39,13606.28,129970.78,14173481.35,10362501.35,24520.54,10703.95,287225.02,193791.00,165543.62,31033.94,1284546.09,43166.53,287732.35,16209.40,19914.23,6501.52,4000.58,7401.98,10904.31,14007.12,10504.01,10804.25,5100.95,6701.64,4100.62,2800.29,0.00,573748.78,0.00,560806.64,3600.49,4700.84
295.2422,12605.20,22216.18,3848688.86,427057.91,73943454.49,3584873.24,69661.07,5549997.69,2476430.42,46271.81,249987.45,610310.25,3370728.55,367369123.50,3435311.42,35542.79,295432.69,37888466.34,26020221.64,16609.43,12305.22,567940.33,152904.85,164936.73,18712.34,3964642.00,106705.63,678796.97,27126.32,28629.41,8002.30,4500.73,6001.30,6601.58,9403.21,7301.94,7401.99,3300.40,4300.68,2900.31,1100.04,200.00,1056705.08,200.00,713944.92,4100.64,3000.34
295.8403,9603.02,63130.48,5633186.19,550355.08,31828424.13,2559264.16,64236.98,5827717.61,1137743.67,38549.86,114640.99,432622.17,1474128.59,520384799.58,2312316.26,54400.18,272293.21,47752957.61,27622586.50,10703.92,16909.86,754486.18,103066.31,112032.97,19713.70,5337716.36,133231.76,892416.60,32938.80,31535.68,7201.86,4500.73,8502.61,6801.68,10604.08,6801.68,4600.77,3100.35,3100.35,2000.15,700.02,200.00,1198025.68,200.00,820074.12,6101.41,3300.41
296.4383,12805.36,168122.20,5415260.88,825790.72,22121183.14,1698238.06,74082.13,6437950.45,851211.80,58213.62,91581.64,406292.68,420302.56,510010305.56,2050180.42,69362.79,277998.29,49562704.41,24768609.56,10003.42,21115.38,848276.27,89878.69,113343.14,15708.70,5189806.85,248081.52,903389.06,37049.08,34943.81,6801.66,4500.73,6601.58,6501.53,9303.14,6501.54,7201.89,1900.13,2900.31,1600.09,1100.04,200.00,1169931.45,800.02,554345.70,5501.15,4700.84
297.0363,21715.42,106772.71,3681708.27,979379.00,27560820.95,2198131.18,65643.04,6680436.42,966533.20,44967.82,81824.90,409478.54,327176.03,498651703.79,2362366.90,54299.81,240039.65,42396166.19,21188846.20,10203.56,43866.31,902942.48,95514.68,86156.29,18211.69,4488046.71,126166.69,799750.59,29731.62,29531.30,7101.81,4400.70,7902.26,5501.10,8602.69,4900.87,4600.77,2800.29,2200.18,1900.13,500.01,200.00,1048290.04,0.00,442391.55,5100.99,1800.12
297.6344,34639.21,125918.02,10007953.08,1033853.07,32076687.00,2590350.39,65140.86,5681965.86,1336698.95,40655.45,140158.58,402080.10,670759.81,425801387.65,2242492.66,41658.77,229270.17,34352412.18,12453016.96,10503.77,21515.97,569395.95,83440.25,71576.98,17610.93,3304428.85,114063.37,686982.81,24521.51,27427.00,6401.47,6701.62,6901.72,5401.06,5801.22,4300.67,4400.70,2300.19,3200.37,900.03,1000.04,100.00,676722.71,0.00,309845.02,2700.28,3200.39
298.2324,17610.14,89160.03,4003198.77,917109.96,35527313.94,2575988.85,54498.63,3831394.62,1578582.52,25421.69,147832.50,376727.00,452421.68,259930336.16,2108380.49,23017.96,84039.01,20593704.44,5231969.95,14106.80,15808.62,378695.56,62936.78,65247.09,11704.83,2229593.32,49888.85,413324.12,15108.17,13306.36,3300.39,3700.49,4100.61,4300.67,6401.49,4100.61,4800.84,1800.12,2400.21,800.02,1200.05,200.00,528157.03,0.00,235961.57,3100.36,3200.39
298.8305,16408.80,54999.06,3527753.70,573181.54,47360708.49,2616860.68,55201.19,2989774.64,1767516.40,23919.20,237586.25,408759.11,374579.93,206778142.38,3075570.93,19412.77,62331.57,19244352.06,4720963.53,11604.60,20714.80,343943.07,68763.24,76502.14,11905.00,1897203.65,62037.32,356592.87,15208.28,20214.67,5100.94,3200.37,4500.73,4200.64,6101.35,5401.06,3500.45,1400.07,2600.25,1500.08,1300.06,300.00,571246.73,200.00,235147.44,2400.22,2800.30
299.4286,18010.60,29027.62,3283464.57,686150.98,51207936.07,2920697.91,66547.00,3747226.16,2060145.56,21815.98,210278.93,517477.34,168756.45,244751696.52,2815672.65,21615.83,59620.39,22718805.15,6452571.15,13005.78,12805.66,400984.62,68863.73,76100.02,11604.75,2299850.00,59426.02,362748.32,16109.29,18111.78,5601.13,2500.23,4200.64,5100.94,5501.10,3500.45,3600.47,1200.05,1600.09,1800.12,1400.07,100.00,584074.56,200.00,205667.97,3600.49,4200.67
300.0266,14907.27,71165.77,2205431.84,673499.80,57544641.45,3271175.21,70062.93,3732464.62,2444038.52,31032.32,347009.18,514579.00,224286.30,245636233.49,3184057.18,25321.73,92992.55,21309964.27,9940806.25,16809.66,15308.08,366281.79,91589.39,78412.35,8502.55,2290034.03,56614.39,334865.09,18011.61,14207.25,6301.43,4400.70,6501.53,6501.53,7001.78,6001.31,4800.84,1700.11,2800.29,1400.07,2000.15,100.00,539072.90,100.00,193894.19,1600.10,2600.26
300.6246,16208.59,68654.28,2063480.31,819986.72,70847481.18,3728896.77,58714.47,3011492.55,2756689.90,38750.38,269626.73,600626.51,135214.72,204211647.23,3676025.58,29028.55,72176.36,18328591.88,10065100.47,16709.54,10904.10,356440.36,80624.33,83239.26,14006.92,1861795.05,44470.61,262543.60,16709.99,18211.91,4400.70,3700.49,5301.02,6801.68,8602.69,6101.35,5701.18,1500.08,3400.42,1100.04,500.01,0.00,399068.53,0.00,179495.45,2600.26,2500.24
301.2227,12705.28,15908.30,1686076.30,878548.05,86472852.13,4149688.66,60019.60,2200013.80,3571626.89,27224.87,310003.64,650673.78,481195.75,167388910.83,4347069.30,26022.95,48579.96,12482154.27,7986738.48,23819.38,9002.80,204638.09,86960.92,94407.65,9503.18,1114851.35,31134.63,176507.85,13006.05,17911.52,6901.71,5100.94,7001.77,4300.67,8902.88,4300.67,3600.47,2300.19,2700.27,1300.06,900.03,0.00,218642.97,0.00,145890.71,3900.58,4300.70
301.8207,19212.07,13105.63,1252037.82,892957.91,110245584.61,5378614.97,51187.02,1712338.64,4636419.26,26223.08,399093.85,715354.00,524324.02,115272747.64,4915091.13,15508.15,32836.55,8072150.37,5226717.90,24420.37,9903.38,120701.75,62133.32,71375.99,10503.89,671004.00,20815.48,104791.48,14207.22,21616.77,6901.71,4500.73,7101.82,5501.10,4700.80,4200.64,2500.23,800.02,1800.12,400.01,400.01,100.00,121338.72,300.00,108437.45,3300.41,3500.47
302.4188,15307.66,6801.52,1010593.57,660754.59,108454634.39,5454633.35,50785.66,1184936.50,4213233.74,13806.40,417489.60,563199.46,356337.77,68721167.51,4382823.12,8802.63,12805.56,3061636.52,2528085.64,27626.07,5401.01,71677.24,42562.60,46875.97,14507.42,159402.34,6801.65,62037.41,11304.57,21516.62,6001.29,3900.55,5301.02,4100.61,3700.50,1600.09,2500.23,600.01,700.02,800.02,200.00,0.00,24522.08,100.00,99669.69,5201.03,3200.39
303.0168,13906.32,3300.36,828287.66,594170.36,121248815.92,5324090.55,139746.70,952359.21,4942530.45,8702.54,447443.55,427784.77,835638.18,36487433.13,4825035.30,6401.39,32235.23,618071.38,908790.16,22617.48,5801.16,42562.56,40256.00,47477.93,15908.92,32838.47,24220.96,50290.34,13806.82,22518.20,5100.94,4600.76,5801.22,4500.73,3800.52,2400.21,1900.13,500.01,900.03,300.00,500.01,0.00,8402.59,400.01,107832.59,13607.01,5401.11
303.6149,13005.53,3600.42,871312.99,463510.06,114298978.92,5551673.07,1154610.35,1077906.10,5089926.48,8102.20,407826.46,311233.35,1502449.41,29688452.03,4407730.68,4900.81,4000.54,337121.09,465054.88,25121.56,11604.65,77105.06,60426.10,63037.31,11804.91,13806.81,148585.34,242994.70,36948.82,33640.60,7201.86,5000.90,5301.02,4000.58,5801.22,3200.37,2900.31,1200.05,2000.15,1100.04,1000.04,200.00,6301.46,0.00,64454.81,55215.33,8202.56
304.2129,10503.61,2400.19,557293.72,339373.29,106503309.79,5240671.19,3378511.64,700702.63,5298686.88,12004.84,353868.31,292252.81,1451327.34,31042951.98,4503333.30,4300.63,3600.44,193768.47,207456.27,18711.96,10403.73,97427.17,82635.64,94709.61,8502.55,10203.72,306523.51,373629.47,53100.78,44771.89,7201.86,4000.58,7001.77,6101.35,6701.63,4800.84,4700.80,2100.16,3100.35,2200.18,2300.19,0.00,4300.68,0.00,54309.95,52705.09,9703.58
304.8109,8902.59,1500.07,318930.03,381973.36,115467860.60,5113329.38,3099905.75,546719.58,5608341.11,16609.26,343325.00,301740.09,225396.10,31103089.59,4265951.92,3800.49,1800.11,126340.49,175139.04,22216.86,5801.16,62334.09,102159.91,121105.79,8802.73,7602.06,269675.85,322274.15,34041.44,30733.89,6701.61,5000.90,4100.61,4800.83,6701.63,5701.18,5200.98,2600.25,3100.35,1800.12,2100.16,0.00,2200.18,0.00,41464.12,25624.87,6701.71
305.4090,5000.82,1600.08,268361.65,271317.07,121739206.18,5169572.46,1057656.02,272155.47,5174330.82,24019.36,346395.09,301638.01,234137.08,31258719.48,4354900.75,5400.99,1600.09,80017.14,133000.05,22617.48,1100.04,20314.26,91991.93,115963.83,7001.73,5301.00,68165.76,90592.73,12105.24,14107.15,5100.94,3800.52,3200.37,5100.94,6101.35,4000.58,3700.50,1100.04,2100.16,1600.09,1900.13,100.00,2200.18,0.00,41564.43,4800.87,2100.17
306.0071,2400.19,2100.14,273044.43,191709.92,130069556.00,5304089.67,190620.27,239605.30,4643999.68,21014.82,381746.44,328704.44,42460.81,34204410.84,4466908.21,3900.52,1800.11,54701.57,76498.90,19713.28,3100.33,3700.47,81026.57,125139.97,8302.43,6701.60,6701.61,9203.03,3400.41,9002.91,4200.63,2900.30,3800.52,5301.02,5200.98,3700.50,4100.61,1600.09,2400.21,1400.07,2200.18,0.00,1200.05,0.00,40461.06,1800.12,1600.10
306.6051,3000.29,1100.04,370998.44,166008.02,131386775.47,5221508.16,51387.70,358037.62,4905720.07,25622.03,364828.88,313479.93,81021.12,35370248.54,4082943.21,4900.81,1800.11,29529.62,36344.96,25622.43,1400.07,4700.76,83641.41,133817.26,8702.67,12305.41,1000.04,5200.97,4400.69,8102.36,2900.30,3200.37,5100.94,6001.30,7502.04,4500.74,5200.98,2000.15,2500.23,1500.08,3300.40,0.00,400.01,0.00,77423.26,1000.04,2400.22
307.2032,3200.33,1700.09,806879.30,162368.75,128080800.76,5493711.34,65040.43,828545.80,5254059.18,24319.85,345781.01,351109.47,281552.27,37315575.93,4260935.08,3200.35,2400.20,29529.62,38951.63,21615.97,1800.11,10103.53,87463.94,138662.66,9703.32,6501.51,900.03,5100.93,3500.44,9903.52,4400.70,2700.26,5200.98,5401.06,6001.31,4300.67,3500.45,2000.15,2400.21,1100.04,2000.15,0.00,600.01,0.00,87887.58,1100.05,2200.18
307.8012,2100.14,1800.11,846247.17,168738.05,122421819.88,5065024.36,51488.04,747748.05,4872154.03,19112.26,359911.01,328499.98,156927.39,31221423.76,4635761.42,3900.52,3200.35,20013.61,34540.61,21015.09,2200.17,12805.67,82233.36,129982.47,11004.27,6101.33,1400.07,6301.42,3900.54,9803.45,4500.73,3100.35,4300.67,4500.73,6201.40,4600.77,3800.53,1600.09,2000.15,1200.05,2200.18,0.00,800.02,0.00,60134.77,1300.06,2800.30
308.3992,5400.95,2700.24,502311.13,191304.83,137163523.30,5371998.13,47073.61,450179.05,4816794.26,18411.38,391598.14,336169.07,123613.96,30851609.25,5052229.90,3600.44,2400.20,20914.87,26223.41,26023.14,800.02,12205.15,96924.02,130991.53,11704.83,16309.49,800.02,6401.47,4700.79,12305.44,6501.52,5200.98,4900.87,4800.83,6301.44,4400.70,4400.70,1400.07,2900.31,1200.05,1700.11,100.00,1100.04,100.00,121044.82,1600.10,2300.20
308.9973,2000.13,2400.19,595817.68,174705.37,125727006.34,5599215.45,49380.99,641476.46,5154143.81,13906.49,386774.10,326251.12,792247.27,31578344.22,4934157.48,4000.54,3000.31,21015.01,41959.91,25822.78,2600.23,42061.09,96420.67,116064.64,10403.82,4600.76,600.01,5801.20,6201.38,13906.94,6001.29,4000.58,4800.83,4600.77,8902.88,5301.02,4200.64,2000.15,2900.31,1900.13,2100.16,100.00,800.02,200.00,76216.37,1700.11,2300.20
309.5954,4100.55,3000.30,673165.38,247309.84,123308107.76,5605853.76,46872.98,771511.23,4793043.63,14306.87,408545.83,283077.32,824241.47,32776336.19,5033634.61,4800.78,2700.25,26824.45,136936.01,21515.82,2000.14,27425.99,85954.93,102260.86,10403.82,3800.52,1800.12,11905.07,7201.86,15708.86,5901.25,4300.67,4200.64,4000.58,4700.80,4400.70,3600.47,1300.06,2200.18,1500.08,1000.04,100.00,200.00,400.01,64856.74,3400.44,2900.32
310.1934,11003.96,2200.16,434456.15,368238.26,121373708.96,5520318.31,47374.55,515437.01,4691603.93,15608.18,464454.25,334225.85,1503236.43,29908263.36,4934816.97,4700.75,3300.37,30231.05,142387.52,19212.61,2100.15,23919.77,65247.00,94206.34,12705.69,6301.42,1700.10,15408.49,12205.33,19513.67,6401.47,3800.52,5200.98,4200.64,5501.10,3400.42,2900.31,700.02,1000.04,500.01,800.02,0.00,1000.04,0.00,66263.61,3100.36,2700.28
310.7914,10103.34,4400.64,464531.05,474132.52,124223794.77,5060448.43,47374.55,529827.29,4459618.18,11504.44,413582.47,287664.36,766291.66,28205196.36,5030019.19,5200.92,5100.88,32135.08,135926.68,16909.77,2400.20,26323.94,70571.94,87162.30,12205.25,3500.44,1700.10,17210.59,10604.03,18812.70,7301.92,5501.09,5901.26,3800.52,5200.98,3900.55,2700.27,1700.11,1600.09,500.01,1900.13,0.00,900.03,100.00,57121.62,3700.52,2200.18
311.3895,9002.65,3400.38,468346.14,461963.72,115308402.28,6003959.37,49180.33,484425.15,4788141.07,14106.68,457544.58,305924.54,824752.34,28946350.49,5100961.56,5701.10,3500.42,25722.48,111421.45,22317.02,800.02,26724.68,76200.42,124534.77,10804.12,1700.10,1100.04,12805.87,9102.97,20214.67,4600.76,3600.47,6301.44,4600.77,6001.31,4400.70,4400.70,1100.04,2700.27,2100.16,3100.35,200.00,200.00,100.00,41664.74,2200.18,2300.20
311.9875,7201.70,5200.89,332109.38,409069.78,108229273.02,5516816.54,46973.29,308041.99,5062921.21,18511.50,468890.53,289295.65,446843.80,29442956.57,4859552.58,5300.95,2400.20,19913.48,92490.59,18912.22,700.02,13806.59,83842.57,141994.81,9503.18,1300.06,400.01,11504.73,8702.71,19914.23,6401.47,3400.42,5000.90,5200.98,6701.63,2600.25,4000.58,1700.11,3000.33,1300.06,3500.45,100.00,200.00,0.00,43169.50,3400.44,4700.84
312.5856,6501.38,8402.32,275691.85,336305.76,119284410.84,5651441.16,41356.82,241637.62,5264368.98,17810.65,482000.59,310110.18,195482.23,31254329.03,5090303.72,2700.25,2600.23,10203.54,51991.95,24821.05,1300.06,8102.27,66854.32,138359.78,8502.55,1700.10,1400.07,19413.48,13306.34,23620.02,7301.92,4500.73,5200.98,2800.28,4100.61,4200.64,3400.42,1200.05,1400.07,1100.04,2300.19,100.00,600.01,100.00,58527.67,4200.67,3700.52
313.1836,4000.52,1500.07,334971.51,264497.61,119210241.95,5210014.63,43763.62,311614.89,4860227.22,10803.92,419752.05,259552.59,47576.33,30125347.99,5087489.10,3800.49,2000.14,8302.34,46473.48,23018.10,600.01,6401.42,39353.52,84446.23,11704.83,2100.16,1000.04,26825.73,16309.52,26425.06,7602.08,5501.09,4100.61,3800.52,4500.74,1900.13,1700.11,600.01,400.01,500.01,1100.04,200.00,200.00,0.00,49892.81,3000.34,3600.49
313.7817,3300.36,1600.08,298621.36,239993.14,122191782.34,5368818.62,46371.43,298450.29,5673897.37,6701.51,411937.65,252736.30,68658.86,34119536.51,5695080.38,4300.63,3700.46,24320.10,43564.58,22617.48,1400.07,12205.15,38150.30,61229.55,12605.60,5100.93,2700.26,40859.65,18211.87,28829.82,6601.57,5501.09,4200.64,3300.39,4200.64,2100.16,1600.09,700.02,300.00,100.00,500.01,200.00,800.02,100.00,97453.47,5701.23,4000.61
314.3797,3800.47,4900.79,603410.16,206503.17,126493556.68,5677382.15,49481.32,654524.27,4902980.41,5801.13,334220.70,260366.67,382170.26,30944028.22,5833785.44,2700.25,3000.31,25522.13,72679.55,24119.88,3500.42,35343.15,33438.65,45070.24,17010.20,6701.60,3100.34,44069.39,19713.91,30633.67,5501.09,5701.17,3900.55,3600.47,4600.77,1900.13,700.02,200.00,800.02,400.01,0.00,200.00,800.02,300.00,105917.40,5100.99,4100.64
314.9778,7601.89,4200.58,637883.40,237250.27,111353740.05,5830170.84,52090.11,697713.62,4789665.40,3900.51,284704.37,218397.07,1237336.91,27815959.89,5863415.42,3700.46,3100.33,47075.24,236897.05,24620.71,4500.70,37949.74,31935.25,35744.19,15108.05,5000.89,2900.30,43868.76,21817.03,28829.82,7702.13,4200.64,3500.44,4100.61,3200.37,1400.07,800.02,300.00,500.01,400.01,600.01,400.01,800.02,0.00,78730.85,7201.97,3900.58
315.5758,15307.66,2200.16,529206.01,419037.74,109106932.90,5973109.46,50584.99,743546.00,4771177.81,5601.05,329619.53,243483.37,1967505.29,29902001.19,5526827.78,5300.95,2100.15,57110.71,329355.37,20414.24,8402.44,33338.39,38150.30,47778.92,11504.67,2300.19,2000.14,38352.56,19413.49,22818.69,8802.78,3900.55,5901.26,3600.47,3300.40,1000.04,900.03,100.00,1000.04,600.01,500.01,100.00,300.00,0.00,50595.44,9903.72,3100.37
316.1739,17910.49,2100.14,394174.15,595002.20,106257901.62,5565787.55,47675.50,666747.12,4604233.34,8902.66,320932.25,255889.72,1333373.64,25465983.24,5557411.67,5901.18,2800.27,60323.50,384574.58,24220.04,6001.24,26323.94,40356.28,58217.13,13506.43,2000.14,2700.26,39255.07,15108.17,24321.23,6501.52,5701.17,5801.22,3400.42,3300.40,1900.13,1900.13,200.00,500.01,100.00,700.02,200.00,400.01,0.00,56117.38,12606.02,3100.37
316.7719,13906.32,1700.09,382274.27,537918.51,116019935.78,5682430.71,46070.50,562073.63,5182755.80,8802.60,416564.11,291742.92,247646.53,28760853.99,5871576.62,4300.63,3600.44,40656.13,247469.41,28527.80,4600.73,16809.77,42161.43,64443.50,9403.12,1200.05,2000.14,32738.31,17310.72,22618.36,7201.86,4300.67,4800.83,2700.26,4400.70,1900.13,1200.05,500.01,800.02,300.00,100.00,0.00,200.00,0.00,46681.26,12105.55,3800.55
317.3700,7101.65,1100.04,312191.50,314441.92,111475405.58,5337592.75,41557.38,334603.93,4761424.19,4500.68,379387.08,279001.12,126639.38,32096648.36,5161293.20,4000.54,2100.15,15508.17,76800.46,23619.06,2300.18,6701.55,37548.73,56610.77,11404.59,1000.04,1200.05,30633.54,16409.64,21716.93,7702.13,4500.73,5100.94,3400.42,3800.52,2400.21,1400.07,1100.04,900.03,400.01,100.00,200.00,300.00,100.00,68474.69,12205.64,3100.37
317.9680,3300.36,1700.09,320870.46,215629.49,116078787.29,5648970.59,52290.81,304061.72,4887562.07,4700.74,369133.37,288479.98,73883.92,31148022.38,5784488.50,3900.52,2400.20,14607.25,33137.37,24520.54,1200.05,18511.84,38751.90,49785.68,12305.34,6401.46,1700.10,33740.69,16810.11,26525.25,5200.97,4500.73,4500.73,4100.61,3900.55,1300.06,900.03,800.02,600.01,900.03,500.01,100.00,300.00,0.00,97856.38,9803.64,3100.37
