76812.6576104698	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53230.9959339797	56707.9687339943	59835.9713426640	65175.3572859697	67958.4725086579	67840.8903786340	65805.5251856028	66719.7190316528	67611.2239125153	64499.9518262853	61598.0649229698	60916.7223089339	60508.7203919039	53949.8123424604	47355.3285380089	51107.3658069717	53674.8655323120	53167.9256796004	52404.3996255650	49093.8919865238	45787.0397138429	49448.8947847397	52749.6663137068	54264.8504978947	55783.0651605221	56135.2133915600	56525.2369697241	58637.5692174233	60868.1668543985	58469.1768751219	55798.0846120645	65047.9428388582	74543.0280267498	71267.5338985011	68243.3718806359	66849.0311456909	65970.1509314846	61138.5405454238	56667.7629284637	57174.5714704498	59909.3114091810	58140.9007280341	55796.5752001006	54126.3784271822	53062.5841170221	52693.8000932457	52683.4746274985	49331.4638626983	46182.7818898719	46516.4142837771	46917.9826436731	48095.6864659059	48745.9632210031	49592.5771860635	53587.8597304441	57313.5821171044	57567.7622772894	56265.7336839147	54856.9935314918	53582.6888202783	53047.5272362236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79297.0609245027	55317.0694518109	38056.5481774984	NaN	NaN	NaN	NaN
56262.0375420054	56908.5347598462	57556.5210062232	63205.7162282382	68901.7983440542	70150.1761292182	71357.6032826608	67706.0222649264	63924.5987147399	59700.2586588340	57257.6836758501	59677.9017861106	61784.2897988421	54406.1848443645	47556.9379853616	51419.8972614303	54156.8286729095	54498.4445753106	53299.3516654489	50175.9291725666	49895.3485058222	50836.1868253909	53328.1757710896	55250.3330352725	57514.3603526127	58128.7421942744	55702.7441432705	57157.8941504285	58522.2366651824	58751.6840547474	59657.5004459506	72428.5596037841	87178.6876803703	77965.5603736471	65840.8675681736	62175.0004476081	59625.1902673305	54923.0364611961	50223.2157474848	50570.2885040277	50915.6336272670	52271.8359063779	54674.4875818344	52858.4463922522	51260.1206218464	49575.4289612512	47808.6371987142	46042.4552557227	45513.1028115024	45794.4027979284	46238.3478708240	45914.6075990805	45592.4687668529	44803.3531216557	43884.6615706215	42596.9952931874	41447.3011035046	44500.1642996407	48298.9561981077	48590.5496614777	48172.1873148959	51821.0387356241	54294.0572581951	50238.2075352675	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59420.3332936621	64702.3210171514	69173.9612715381	68127.6923483916	67219.5647530120	67263.4851201810	67254.9092725521	61883.1762689214	56512.3480319026	55609.3996651912	55705.1849887991	57007.1905881764	58100.3632547015	53845.2073075297	49973.8506014152	48237.6725066463	46315.7042722354	49864.2335486143	53486.5091380366	55589.1407241548	57488.6277883896	55227.8749314240	52845.0101001352	52893.7306671558	52861.2671504259	53917.7878770300	55147.4208070068	57397.0942114647	58939.9912728990	64079.2618144875	68961.5149133443	73797.7511505468	77546.8484008175	67872.5042385744	60027.6994074182	57885.2077948548	58361.6789756991	53472.2735848931	50417.1425697356	51493.5781843002	52375.6342233986	53296.7358222411	53570.0775264972	51112.7596388858	48413.4344500578	48707.4583281244	49698.3300495748	47482.9332914779	45900.6050572887	47326.6602124643	48934.3253667475	47965.7843022791	47528.9642868792	48998.5641365237	50480.9052630671	47519.5410402866	44108.6755890716	44297.4895079414	44724.7678758004	45380.1541131969	45121.8776570112	46527.0045129760	45839.6124648255	43537.3799316093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58717.2677059551	63165.3765754284	67559.0300953752	67482.9072034993	68791.0666986202	65689.3587847314	62469.0115176947	58477.0058394255	54388.3662867131	52034.2460116696	49614.3147462683	55938.4596041477	62710.0429933698	56800.0763869316	50734.1538330309	47632.7129756371	45399.9301672847	49587.7210387891	53675.6120877011	57002.9617980369	60329.2961364424	58508.8690233342	57063.6376264701	58932.5855731291	60799.5899824389	61732.1726561473	62650.2999578921	62726.5301693912	62024.4770866548	67222.1494224669	72242.1145662601	69803.7933467204	68736.2529553783	63857.4782963445	59222.7757267341	58086.3873883228	56701.3441291803	53021.0330806573	49424.9028475764	51415.4189644857	52839.0964749408	49341.5479966404	47634.0632246510	47790.4309058780	48191.1396415117	48957.1326356021	49693.5675420512	51199.1172966379	52674.0941549671	50742.1694050020	48730.0683537959	48598.6274992199	48255.7518850146	48880.9494454428	51685.8325901015	51040.1067104672	50921.7246098618	49329.9059744698	47862.2755597964	48825.8054580259	48904.1982479682	47317.1561239141	45244.0580568291	45495.5829920854	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56794.2031397294	62410.9178717967	67780.7151714174	68066.2390668456	68430.0910991279	61328.3565061038	54204.6031565067	51726.3780044487	49187.4239877288	52420.5186123008	54842.3692109766	59730.7809497160	65250.9560341225	56755.0225322738	49646.3380240360	47500.2934781709	47365.8305342509	48426.2468187869	50924.7688541049	55054.3101544895	60896.7989209479	61653.4112556122	62434.6723830786	62855.6387743024	62624.6171042403	60817.7495606768	59483.1553291944	65675.5190944187	71415.6305355962	74871.1229881791	76765.0558283956	68832.1488544173	60522.7734472943	56982.4175065655	52615.8686570184	52830.2510230559	53234.4567650570	49546.3899173955	45931.3228637715	50441.2214252201	55039.7992627181	52605.0302975841	48338.2942018430	48408.1435022583	50050.5983650553	51733.5322365222	52538.2224980767	53231.9967752816	53079.9470543712	51316.5646757445	48491.0307923765	48101.8431465894	47936.1592452601	52473.4902199007	54527.3762478070	50072.7144298052	46956.2797153833	46459.5733052154	46207.3762048173	46048.5476761805	46217.4148889606	46674.7142711501	47346.3190255048	47399.1516348135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58240.7751514960	61335.4543966783	67260.2859395880	67736.3810144685	68208.2126880580	56385.5193902399	44559.2750553652	52169.8099888225	61202.5591285102	59891.3266308780	58697.2054719101	59454.9742212333	61524.4982688221	58735.2671551826	54592.0564201780	50305.5899696645	46464.8468446312	50554.1457495438	55388.6649615052	62512.9750447203	69268.1190520138	67083.5617334853	64617.9947444898	62003.8736043357	62234.2420561099	61739.9386475417	59778.5458222103	69815.5081356307	78800.2706035250	69729.3247039829	63232.2338273938	59004.0832899522	54230.7922673016	53543.4603796439	50369.9783622174	52078.9800125690	52955.4882100822	53207.1039798106	52862.5354369586	53500.3897273218	54713.0977366018	55814.4833357852	57002.2692623307	56771.6579250646	57108.0647850550	56096.4944477049	54649.5851039016	58417.6925116103	60754.4112380758	56607.1108848757	50979.0373026578	49906.3925026305	49132.1765634021	52153.4066087565	55134.1593292606	52536.3277705176	49479.4726381576	49152.9392037144	50096.8971488945	49409.0021414431	49209.3342026751	49385.1395046897	49206.3341754914	48214.4858487478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58721.8934178304	62760.8563495000	66938.0099279567	67329.1942197308	68123.6411493702	58001.7885354374	48345.8867775857	55847.9343079156	62910.9878008856	61222.9422803534	59526.5794170872	61369.1802923021	63634.2329017280	58631.7380402713	53638.1384693261	51957.3056501811	50660.2686353846	52315.8633765502	54439.3368208554	61465.8592805152	68784.7244274269	66052.6491774373	62873.4097871611	61434.3897448718	60059.8510911907	61123.3802069810	62206.1856107755	66529.3315588603	70531.6035793327	64287.5091321376	58886.3826996143	56668.0175044293	53647.4321827555	52026.9834575629	50074.0211509823	50566.5525952812	51189.5849778479	52921.2707473314	54902.4604576898	56739.7606585493	60212.8455303597	58711.9415967009	57060.5024724865	59603.4156118627	61013.6089463401	59402.1490984663	57573.1301558760	58112.8648103092	58720.4890380281	55432.3738599359	52200.8997406340	54267.8014907733	56373.7771363573	55323.2272139181	55287.0301219815	54357.7778419759	51639.2669058081	50740.2790346068	50735.0187127353	49099.9037298754	48248.1153356410	50302.5957124229	52264.0425611179	50270.2379536093	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56543.0496383249	65440.1429114395	74190.7771075371	68989.2677060347	63610.1451885949	61517.5768350523	59421.2441767920	60213.9489709809	60925.3729323267	59594.8789963561	56190.5332036595	61805.2997444326	66185.3225245329	61335.7952228654	56385.2956282917	57712.9419794652	59702.3743550318	57417.0208785302	57725.7430169948	60748.4340707341	66146.3234518749	60715.7164193764	57368.1464888002	60300.8379023164	65184.8219642186	66512.6718997017	68517.3436072703	64465.2693033862	61746.7106787060	58278.7558133865	55333.2362376623	53702.5840808079	51943.1951510964	51489.2094823953	50809.2172614451	52822.4953895437	54766.1797472975	55777.0848693716	56688.6652980913	56614.7537804853	56552.2931195215	56630.8409463578	55428.3156552581	58243.0857709727	60393.6083895828	58434.9159700440	54863.1249727397	56216.0592740561	57720.7158023390	55901.8717270913	54180.9321778231	54501.7674518462	55946.0331147080	56454.6653571496	55884.8722072386	54919.7293563674	54828.3379726867	54133.7405436311	54053.5945743564	56089.9928312066	57216.8301580716	54917.7884787878	52002.9458770529	49569.1974074274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65457.0806139732	68034.7240298115	71762.0129314531	68220.7325660598	64516.0577757529	64154.8978102733	63560.6576901509	64252.7353133836	62872.8961053679	60567.5012318879	59011.2180703922	60252.0265083352	62621.9594312650	61796.4798035393	61133.8374632187	59930.8307535396	59572.0716241644	65401.6432387220	70835.5925090352	67813.7497556605	65281.0754409794	64018.5824251024	62799.8748696267	62841.9675003876	65545.3512316019	64072.5332882718	61550.1494531722	60059.5621236433	58466.4931721240	54675.7799912915	51280.1970790278	51367.2052877110	52314.5204223545	53090.6912359828	54185.2045610240	53871.8076768581	54423.6678606022	54796.1292423158	55400.5754854688	54597.6808151645	54119.8277781648	52600.9592399862	51850.8983670158	53921.1312430394	57080.0055657994	58169.5586990289	56541.6364749518	58465.6072164422	59575.3485844670	58763.5776043370	57068.2207764400	56109.5628678922	55529.9807953174	54417.8528737917	53323.5594037637	56167.7493529971	59054.5027135671	58291.0359108526	57082.0816405561	56839.6801012310	55947.9597999667	54396.9185911938	53764.6223928630	53856.4257646673	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58568.0588940502	59145.8381686589	NaN	NaN	NaN
